Year,Fund Code,Dept Number,Appropriation Authority,Appropriation Account,Appropriation Account Description,Recommendation,Previous Year Revised,Previous Year Appropriation,Earlier Year Expenditures
2017,0300,031,2005,0130,Postage,739,799,799,896
2017,0300,031,2005,0138,For Professional Services for Information Technology,10264,11351,11351,11988
2017,0300,031,2005,0140,For Professional and Technical Services and Other Third,28931,29183,29183,28111
2017,0300,031,2005,0141,Appraisals,210,205,205,196
2017,0300,031,2005,0143,Court Reporting,17780,17091,17091,19363
2017,0300,031,2005,0145,Legal Expenses,3094,3205,3205,3520
2017,0300,031,2005,0149,For Software Maintenance and Licensing,5250,5368,5368,5368
2017,0300,031,2005,0150,Publications and Reproduction - Outside Services to Be,263,155,155,360
2017,0300,031,2005,0157,Rental of Equipment and Services,2097,420,420,404
2017,0300,031,2005,0159,Lease Purchase Agreements for Equipment and Machinery,4525,4187,4187,3776
2017,0300,031,2005,0162,Repair/Maintenance of Equipment,116,116,116,68
2017,0300,031,2005,0166,"Dues, Subscriptions and Memberships",5175,5350,5350,5740
2017,0300,031,2005,0169,Technical Meeting Costs,1330,1443,1443,1480
2017,0300,031,2005,0178,Freight and Express Charges,418,309,309,814
2017,0300,031,2005,0181,Mobile Communication Services,1050,910,910,910
2017,0300,031,2005,0190,Telephone - Non-Centrex Billings,5320,5051,5051,5051
2017,0300,031,2005,0191,Telephone - Relocations of Phone Lines,100,100,100,100
2017,0300,031,2005,0197,Telephone - Maintenance and Repair of Equipment and,298,945,945,945
2017,0300,031,2005,0100,Contractual Services - Total*,86960,86188,86188,89090
2017,0300,031,2005,0200,Travel,,,,
2017,0300,031,2005,0229,Transportation and Expense Allowance,284,1359,1359,1800
2017,0300,031,2005,0245,Reimbursement to Travelers,2116,1645,1645,20
2017,0300,031,2005,0270,Local Transportation,828,606,606,1188
2017,0300,031,2005,0200,Travel - Total*,3228,3610,3610,3008
2017,0300,031,2005,0300,Commodities and Materials,,,,
2017,0300,031,2005,0348,Books and Related Material,779,864,864,812
2017,0300,031,2005,0350,Stationery and Office Supplies,4391,4416,4416,4916
2017,0300,031,2005,0300,Commodities and Materials - Total*,5170,5280,5280,5728
2017,0300,031,2005,9400,Internal Transfers and Reimbursements,,,,
2017,0300,031,2005,9438,For Services Provided by the Department of Fleet and,700,852,852,861
2017,0300,031,2005,9400,Internal Transfers and Reimbursements - Total,700,852,852,861
2017,0300,031,2005,,Appropriation Total*,1449003,1278252,1278252,1127213
2017,0300,038,2126,0100,Contractual Services,,,,
2017,0300,038,2126,0125,Office and Building Services,443525,408658,408658,326810
2017,0300,038,2126,0140,For Professional and Technical Services and Other Third,457100,436919,436919,361317
2017,0300,038,2126,0100,Contractual Services - Total*,900625,845577,845577,688127
2017,0300,038,2126,0300,Commodities and Materials,,,,
2017,0300,038,2126,0313,Cleaning and Sanitation Supplies,38426,26000,26000,24440
2017,0300,038,2126,0300,Commodities and Materials - Total*,38426,26000,26000,24440
2017,0300,038,2126,,Appropriation Total*,939051,871577,871577,712567
2017,0300,038,2131,0100,Contractual Services,,,,
2017,0300,038,2131,0140,For Professional and Technical Services and Other Third,2929329,29329,29329,21687
2017,0300,038,2131,0155,Rental of Property,1677809,1656281,1656281,1714338
2017,0300,038,2131,0100,Contractual Services - Total*,4607138,1685610,1685610,1736025
2017,0300,038,2131,0300,Commodities and Materials,,,,
2017,0300,038,2131,0315,Motor Vehicle Diesel Fuel,5165520,6703391,6703391,6930679
2017,0300,038,2131,0320,Gasoline,967393,1131408,1131408,1320208
2017,0300,038,2131,0322,Natural Gas,1088147,974022,974022,780984
2017,0300,038,2131,0325,Alternative Fuel,122481,140000,140000,200000
2017,0300,038,2131,0331,Electricity,1530211,1300613,1300613,1101390
2017,0300,038,2131,0300,Commodities and Materials - Total*,8873752,10249434,10249434,10333261
2017,0300,038,2131,,Appropriation Total*,13480890,11935044,11935044,12069286
2017,0300,038,2140,0100,Contractual Services,,,,
2017,0300,038,2140,0148,Testing and Inspecting,56000,56000,56000,
2017,0300,038,2140,0157,Rental of Equipment and Services,3378944,,,
2017,0300,038,2140,0100,Contractual Services - Total*,3434944,56000,56000,
2017,0300,038,2140,,Appropriation Total*,3434944,56000,56000,
2017,0300,067,2005,0000,Personnel Services,,,,
2017,0300,067,2005,0005,Salaries and Wages - on Payroll,477747,466371,466371,243625
2017,0300,067,2005,0011,Contract Wage Increment - Salary,,1636,1636,
2017,0300,067,2005,0000,Personnel Services - Total*,477747,468007,468007,243625
2017,0300,067,2005,0100,Contractual Services,,,,
2017,0300,067,2005,0149,For Software Maintenance and Licensing,31000,31000,31000,1984
2017,0300,067,2005,0162,Repair/Maintenance of Equipment,,3500,3500,2648
2017,0300,067,2005,0100,Contractual Services - Total*,31000,34500,34500,4632
2017,0300,067,2005,0300,Commodities and Materials,,,,
2017,0300,067,2005,0350,Stationery and Office Supplies,3008,3008,3008,2731
2017,0300,067,2005,0300,Commodities and Materials - Total*,3008,3008,3008,2731
2017,0300,067,2005,,Appropriation Total*,511755,505515,505515,250988
2017,0300,081,2020,0000,Personnel Services,,,,
2017,0300,081,2020,0005,Salaries and Wages - on Payroll,5062770,5293595,5293595,5537245
2017,0300,081,2020,0012,Contract Wage Increment - Prevailing Rate,41917,44247,44247,
2017,0300,081,2020,0020,Overtime,20000,20000,20000,893483
2017,0300,081,2020,0000,Personnel Services - Total*,5124687,5357842,5357842,6430728
2017,0300,081,2020,0100,Contractual Services,,,,
2017,0300,081,2020,0150,Publications and Reproduction - Outside Services to Be,30000,30000,30000,67679
2017,0300,081,2020,0157,Rental of Equipment and Services,2027511,2445656,2445656,2715507
2017,0300,081,2020,0100,Contractual Services - Total*,2057511,2475656,2475656,2783186
2017,0300,081,2020,0400,Equipment,,,,
2017,0300,081,2020,0423,Communication Devices,500,500,500,27524
2017,0300,081,2020,0400,Equipment - Total*,500,500,500,27524
2017,0300,081,2020,,Appropriation Total*,7182698,7833998,7833998,9241438
2017,0300,081,2045,0000,Personnel Services,,,,
2017,0300,081,2045,0005,Salaries and Wages - on Payroll,2826830,2960079,2960079,2809490
2017,0300,081,2045,0011,Contract Wage Increment - Salary,,712,712,
2017,0300,081,2045,0012,Contract Wage Increment - Prevailing Rate,15742,17582,17582,
2017,0300,081,2045,0015,Schedule Salary Adjustments,6479,13840,13840,
2017,0300,081,2045,0020,Overtime,1144000,1144000,1144000,403679
2017,0300,081,2045,0000,Personnel Services - Total*,3993051,4136213,4136213,3213169
2017,0300,081,2045,0100,Contractual Services,,,,
2017,0300,081,2045,0126,Office Conveniences,4500,1000,1000,2908
2017,0300,081,2045,0157,Rental of Equipment and Services,72306,71250,71250,63109
2017,0300,081,2045,0159,Lease Purchase Agreements for Equipment and Machinery,1000,1000,1000,2787
2017,0300,081,2045,0162,Repair/Maintenance of Equipment,5000,5000,5000,8800
2017,0300,081,2045,0181,Mobile Communication Services,16000,16000,16000,15000
2017,0300,081,2045,0185,Waste Disposal Services,1745000,1750000,1750000,1862210
2017,0300,081,2045,0190,Telephone - Non-Centrex Billings,22000,24000,24000,21308
2017,0300,081,2045,0196,Data Circuits,10100,11300,11300,11300
2017,0300,081,2045,0197,Telephone - Maintenance and Repair of Equipment and,1780,6400,6400,6400
2017,0300,081,2045,0100,Contractual Services - Total*,1877686,1885950,1885950,1993822
2017,0300,081,2045,0300,Commodities and Materials,,,,
2017,0300,081,2045,0313,Cleaning and Sanitation Supplies,1000,1000,1000,2509
2017,0300,081,2045,0340,Material and Supplies,180219,180219,180219,237755
2017,0300,081,2045,0341,Chemicals,50000,50000,50000,55830
2017,0300,081,2045,0350,Stationery and Office Supplies,10000,10000,10000,13040
2017,0300,081,2045,0300,Commodities and Materials - Total*,241219,241219,241219,309134
2017,0300,081,2045,0400,Equipment,,,,
2017,0300,081,2045,0401,Tools Less Than or Equal to $100/Unit,22000,22000,22000,14922
2017,0300,081,2045,0402,Tools Greater Than $100/Unit,11700,11700,11700,7497
2017,0300,081,2045,0400,Equipment - Total*,33700,33700,33700,22419
2017,0300,081,2045,9400,Internal Transfers and Reimbursements,,,,
2017,0300,081,2045,9438,For Services Provided by the Department of Fleet and,5000,5400,5400,6000
2017,0300,081,2045,9400,Internal Transfers and Reimbursements - Total,5000,5400,5400,6000
2017,0300,081,2045,,Appropriation Total*,6150656,6302482,6302482,5544544
2017,0300,081,2070,0000,Personnel Services,,,,
2017,0300,081,2070,0005,Salaries and Wages - on Payroll,13382978,13066139,13066139,12157206
2017,0300,081,2070,0011,Contract Wage Increment - Salary,,15163,15163,
2017,0300,081,2070,0012,Contract Wage Increment - Prevailing Rate,74420,71768,71768,
2017,0300,081,2070,0015,Schedule Salary Adjustments,22700,40543,40543,
2017,0300,081,2070,0020,Overtime,600000,600000,600000,1271415
2017,0300,081,2070,0091,Uniform Allowance,23000,23000,23000,21500
2017,0300,081,2070,0000,Personnel Services - Total*,14103098,13816613,13816613,13450121
2017,0300,081,2070,0100,Contractual Services,,,,
2017,0300,081,2070,0126,Office Conveniences,2350,1000,1000,1613
2017,0300,081,2070,0130,Postage,512500,494300,494300,477600
2017,0300,081,2070,0140,For Professional and Technical Services and Other Third,7938100,8049040,8049040,7896998
2017,0300,081,2070,0150,Publications and Reproduction - Outside Services to Be,5800,5800,5800,3941
2017,0300,081,2070,0157,Rental of Equipment and Services,77500,64760,64760,55928
2017,0300,081,2070,0162,Repair/Maintenance of Equipment,29400,10000,10000,13609
2017,0300,081,2070,0166,"Dues, Subscriptions and Memberships",200,200,200,
2017,0300,081,2070,0181,Mobile Communication Services,265000,265000,265000,216000
2017,0300,081,2070,0188,Vehicle Tracking Service,49000,49000,49000,49000
2017,0300,081,2070,0189,Telephone - Non-Centrex Billings,6600,5300,5300,3900
2017,0300,081,2070,0190,Telephone - Non-Centrex Billings,19000,21000,21000,15122
2017,0300,081,2070,0197,Telephone - Maintenance and Repair of Equipment and,725,725,725,700
2017,0300,081,2070,0100,Contractual Services - Total*,8906175,8966125,8966125,8734411
2017,0300,081,2070,0300,Commodities and Materials,,,,
2017,0300,081,2070,0313,Cleaning and Sanitation Supplies,700,700,700,612
2017,0300,081,2070,0319,Clothing,1400,,,6069
2017,0300,081,2070,0340,Material and Supplies,94500,97250,97250,184469
2017,0300,081,2070,0350,Stationery and Office Supplies,37000,52200,52200,24641
2017,0300,081,2070,0300,Commodities and Materials - Total*,133600,150150,150150,215791
2017,0300,081,2070,0900,Financial Purposes as Specified,,,,
2017,0300,081,2070,0992,Tow Storage Refunds,700000,797000,797000,80095
2017,0300,081,2070,0900,Financial Purposes as Specified - Total,700000,797000,797000,80095
2017,0300,081,2070,9400,Internal Transfers and Reimbursements,,,,
2017,0300,081,2070,9438,For Services Provided by the Department of Fleet and,28000,35900,35900,41350
2017,0300,081,2070,9400,Internal Transfers and Reimbursements - Total,28000,35900,35900,41350
2017,0300,081,2070,,Appropriation Total*,23870873,23765788,23765788,22521768
2017,0300,084,2125,0000,Personnel Services,,,,
2017,0300,084,2125,0005,Salaries and Wages - on Payroll,7621536,7288624,7288624,6165356
2017,0300,084,2125,0011,Contract Wage Increment - Salary,,23691,23691,
2017,0300,084,2125,0012,Contract Wage Increment - Prevailing Rate,18131,17620,17620,
2017,0300,084,2125,0015,Schedule Salary Adjustments,7470,15962,15962,
2017,0300,084,2125,0020,Overtime,30000,30000,30000,41713
2017,0300,084,2125,0039,For the Employment of Students as Trainees,10000,10000,10000,3034
2017,0300,084,2125,0000,Personnel Services - Total*,7687137,7385897,7385897,6210103
2017,0300,084,2125,0100,Contractual Services,,,,
2017,0300,084,2125,0130,Postage,,1500,1500,
2017,0300,084,2125,0140,For Professional and Technical Services and Other Third,4140000,670000,670000,151485
2017,0300,084,2125,0144,Engineering and Architecture,628642,408642,408642,351428
2017,0300,084,2125,0149,For Software Maintenance and Licensing,20000,35000,35000,19608
2017,0300,084,2125,0150,Publications and Reproduction - Outside Services to Be,4000,4000,4000,
2017,0300,084,2125,0152,Advertising,1000,1000,1000,479
2017,0300,084,2125,0159,Lease Purchase Agreements for Equipment and Machinery,21035,39024,39024,7592
2017,0300,084,2125,0160,Repair or Maintenance of Property,,13454,13454,4567
2017,0300,084,2125,0166,"Dues, Subscriptions and Memberships",8000,8000,8000,2261
2017,0300,084,2125,0169,Technical Meeting Costs,3000,3000,3000,2820
2017,0300,084,2125,0181,Mobile Communication Services,11150,13500,13500,13500
2017,0300,084,2125,0190,Telephone - Non-Centrex Billings,10400,11400,11400,9566
2017,0300,084,2125,0197,Telephone - Maintenance and Repair of Equipment and,40,800,800,750
2017,0300,084,2125,0100,Contractual Services - Total*,4847267,1209320,1209320,564056
2017,0300,084,2125,0200,Travel,,,,
2017,0300,084,2125,0229,Transportation and Expense Allowance,41378,41378,41378,49857
2017,0300,084,2125,0245,Reimbursement to Travelers,3500,3500,3500,3309
2017,0300,084,2125,0200,Travel - Total*,44878,44878,44878,53166
2017,0300,084,2125,0300,Commodities and Materials,,,,
2017,0300,084,2125,0340,Material and Supplies,6000,20296,20296,5265
2017,0300,084,2125,0350,Stationery and Office Supplies,12310,12310,12310,11415
2017,0300,084,2125,0300,Commodities and Materials - Total*,18310,32606,32606,16680
2017,0300,084,2125,,Appropriation Total*,12597592,8672701,8672701,6844005
2017,0300,084,2135,0000,Personnel Services,,,,
2017,0300,084,2135,0005,Salaries and Wages - on Payroll,5070051,4872147,4872147,3757267
2017,0300,084,2135,0011,Contract Wage Increment - Salary,,9176,9176,
2017,0300,084,2135,0015,Schedule Salary Adjustments,14966,29131,29131,
2017,0300,084,2135,0020,Overtime,34573,34573,34573,171824
2017,0300,084,2135,0039,For the Employment of Students as Trainees,10000,14000,14000,474
2017,0300,084,2135,0000,Personnel Services - Total*,5129590,4959027,4959027,3929565
2017,0300,084,2135,0100,Contractual Services,,,,
2017,0300,084,2135,0126,Office Conveniences,300,300,300,164
2017,0300,084,2135,0130,Postage,29000,33250,33250,20565
2017,0300,084,2135,0140,For Professional and Technical Services and Other Third,4537000,4287000,4287000,4310000
2017,0300,084,2135,0149,For Software Maintenance and Licensing,60000,100000,100000,117500
2017,0300,084,2135,0150,Publications and Reproduction - Outside Services to Be,3900,5650,5650,
2017,0300,084,2135,0152,Advertising,4800,4800,4800,532
2017,0300,084,2135,0157,Rental of Equipment and Services,5985,6835,6835,5075
2017,0300,084,2135,0159,Lease Purchase Agreements for Equipment and Machinery,21333,24289,24289,5953
2017,0300,084,2135,0160,Repair or Maintenance of Property,5800,5800,5800,5552
2017,0300,084,2135,0162,Repair/Maintenance of Equipment,28628,41128,41128,29586
2017,0300,084,2135,0166,"Dues, Subscriptions and Memberships",1500,1500,1500,468
2017,0300,084,2135,0179,Messenger Service,450,450,450,
2017,0300,084,2135,0181,Mobile Communication Services,22150,24000,24000,24000
2017,0300,084,2135,0188,Vehicle Tracking Service,8488,8488,8488,
2017,0300,084,2135,0190,Telephone - Non-Centrex Billings,35500,38900,38900,32941
2017,0300,084,2135,0196,Data Circuits,5100,5500,5500,5500
2017,0300,084,2135,0197,Telephone - Maintenance and Repair of Equipment and,5160,11100,11100,14800
2017,0300,084,2135,0100,Contractual Services - Total*,4775094,4598990,4598990,4572636
2017,0300,084,2135,0200,Travel,,,,
2017,0300,084,2135,0229,Transportation and Expense Allowance,92300,100300,100300,69562
2017,0300,084,2135,0245,Reimbursement to Travelers,6400,4000,4000,231
2017,0300,084,2135,0270,Local Transportation,500,500,500,
2017,0300,084,2135,0200,Travel - Total*,99200,104800,104800,69793
2017,0300,084,2135,0300,Commodities and Materials,,,,
2017,0300,084,2135,0313,Cleaning and Sanitation Supplies,1600,1600,1600,1516
2017,0300,084,2135,0319,Clothing,11000,11000,11000,13160
2017,0300,084,2135,0340,Material and Supplies,14500,10500,10500,8079
2017,0300,084,2135,0348,Books and Related Material,1050,1050,1050,865
2017,0300,084,2135,0350,Stationery and Office Supplies,11000,11000,11000,9320
2017,0300,084,2135,0300,Commodities and Materials - Total*,39150,35150,35150,32940
2017,0300,084,2135,9400,Internal Transfers and Reimbursements,,,,
2017,0300,084,2135,9438,For Services Provided by the Department of Fleet and,4000,4000,4000,4000
2017,0300,084,2135,9400,Internal Transfers and Reimbursements - Total,4000,4000,4000,4000
2017,0300,084,2135,,Appropriation Total*,10047034,9701967,9701967,8608934
